month,cape,cape_median_all,cape_mean_all,percentile,months_above_current,months_with_cape,peak_cape,peak_month
2026-09,40.575838200376445,16.60631969529253,17.791411344721315,0.9879931389365352,20,1749,44.197939761040566,1999-12
