years,negative_years,share_negative,worst_year,worst_return,best_year,best_return,arithmetic_mean,geometric_mean
98,26,0.2653061224489796,1931,-0.4383754889178619,1954,0.525633212414349,0.11854651059830719,0.10017714854008042
