start,invest_immediately,wait_for_10pct,wait_for_10pct_entry,wait_for_10pct_vs_immediate,wait_for_20pct,wait_for_20pct_entry,wait_for_20pct_vs_immediate,wait_for_30pct,wait_for_30pct_entry,wait_for_30pct_vs_immediate
1996-12-05,17.55083316759175,15.341116738794762,1997-10-27,-0.12590379087400305,12.93966421437071,2001-03-12,-0.26273219676748627,14.878392374157292,2001-09-17,-0.1522685998958282
2014-01-02,5.219342159078231,4.885991384349844,2015-08-24,-0.06386835056379181,3.5928581360541294,2020-03-12,-0.3116262497171385,3.8644857387524123,2020-03-20,-0.2595837519426193
2018-01-02,3.2635932781668058,3.40854506957327,2018-02-08,0.044414784273573815,3.5447250501792227,2020-03-12,0.08614179159307844,3.8127136907388466,2020-03-20,0.16825638667833243
2021-01-04,2.243787247693807,1.8993654384653527,2022-02-22,-0.15350020799986963,2.1752000049965385,2022-06-13,-0.030567623007824563,1.2097688281094976,,-0.46083621370390027
2025-01-02,1.3314901037582205,1.423037166803661,2025-03-13,0.06875534619975232,1.0697358524468137,,-0.19658745534239253,1.0697358524468137,,-0.19658745534239253
